<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.05.24	4550.90	4565.75	4548.46	4565.32	11275	0	4
2026.05.25	4565.28	4579.92	4550.62	4574.95	203562	0	4
2026.05.26	4574.74	4580.20	4482.69	4510.99	303578	0	4
2026.05.27	4511.12	4527.73	4401.55	4457.36	292807	0	4
2026.05.28	4457.37	4516.61	4366.42	4491.21	308963	0	4
2026.05.29	4491.19	4595.33	4489.19	4539.95	287463	0	4
2026.05.31	4520.44	4540.43	4519.53	4535.36	6896	0	4
2026.06.01	4535.38	4546.05	4447.88	4485.98	257637	0	4
2026.06.02	4485.70	4541.61	4463.03	4484.93	243475	0	4
2026.06.03	4485.06	4496.75	4424.01	4448.99	282826	0	4
2026.06.04	4449.20	4515.48	4443.37	4469.64	292488	0	4
2026.06.05	4469.66	4475.88	4311.88	4328.23	360988	0	4
2026.06.07	4320.37	4330.26	4309.77	4317.50	14536	0	4
2026.06.08	4317.53	4353.31	4268.63	4327.91	370775	0	4
2026.06.09	4327.92	4363.59	4232.59	4237.37	351427	0	3
2026.06.10	4237.21	4247.46	4036.22	4046.57	438860	0	3
2026.06.11	4046.75	4246.49	4023.90	4243.34	429191	0	3
2026.06.12	4243.38	4245.94	4170.26	4218.08	359486	0	4
2026.06.14	4300.37	4308.87	4280.27	4285.73	12107	0	4
2026.06.15	4285.63	4369.28	4281.26	4312.10	284497	0	4
2026.06.16	4312.11	4355.00	4306.91	4335.62	282816	0	4
2026.06.17	4335.53	4382.33	4219.18	4266.83	291326	0	4
2026.06.18	4266.76	4329.94	4201.55	4207.48	329023	0	4
2026.06.19	4207.51	4208.38	4121.84	4156.18	207406	0	5
2026.06.21	4156.36	4159.54	4147.37	4156.41	8547	0	4
2026.06.22	4156.30	4220.95	4136.60	4190.02	304563	0	4
2026.06.23	4189.97	4198.56	4091.00	4104.36	326724	0	4
2026.06.24	4104.30	4112.13	3959.14	3996.45	401668	0	4
2026.06.25	3996.50	4044.23	3963.62	4026.41	353869	0	4
2026.06.26	4026.34	4096.12	3983.09	4087.63	314109	0	4
2026.06.28	4075.62	4083.48	4052.74	4066.46	10312	0	4
2026.06.29	4066.43	4075.75	4000.20	4014.25	287389	0	4
2026.06.30	4014.52	4063.45	3942.74	4013.21	300857	0	4
2026.07.01	4013.19	4115.60	3960.21	4045.13	301577	0	4
2026.07.02	4045.06	4144.06	4030.85	4124.79	324479	0	4
2026.07.03	4124.81	4195.47	4121.19	4183.76	138274	0	4
